test_lang,epoch,F1,precision,recall,accuracy,targ_lang,group
hrv,3,0.885,0.848,0.925,0.987,eng,2
hrv,4,0.856,0.792,0.933,0.983,eng,2
hrv,5,0.879,0.829,0.934,0.986,eng,2
hrv,6,0.885,0.844,0.93,0.987,eng,2
hrv,7,0.895,0.87,0.922,0.987,eng,2
hrv,8,0.896,0.863,0.933,0.989,eng,2
hrv,9,0.895,0.862,0.931,0.989,eng,2
hrv,10,0.896,0.856,0.941,0.989,eng,2
hrv,11,0.903,0.875,0.933,0.99,eng,2
hrv,12,0.898,0.864,0.934,0.989,eng,2
hrv,13,0.892,0.856,0.931,0.988,eng,2
hrv,14,0.894,0.861,0.93,0.989,eng,2
hrv,15,0.895,0.862,0.93,0.988,eng,2
srb,1,0.852,0.801,0.908,0.98,eng,2
srb,2,0.864,0.826,0.905,0.982,eng,2
srb,3,0.876,0.859,0.895,0.983,eng,2
srb,4,0.85,0.798,0.908,0.979,eng,2
srb,5,0.879,0.847,0.913,0.982,eng,2
srb,6,0.886,0.863,0.91,0.984,eng,2
srb,7,0.88,0.869,0.89,0.982,eng,2
srb,8,0.894,0.877,0.911,0.985,eng,2
srb,9,0.889,0.87,0.908,0.984,eng,2
srb,10,0.893,0.867,0.921,0.984,eng,2
srb,11,0.892,0.883,0.901,0.985,eng,2
srb,12,0.886,0.865,0.908,0.984,eng,2
srb,13,0.884,0.86,0.908,0.984,eng,2
srb,14,0.888,0.872,0.905,0.984,eng,2
srb,15,0.887,0.869,0.906,0.984,eng,2
dan,1,0.786,0.763,0.81,0.985,eng,1
dan,2,0.777,0.772,0.782,0.983,eng,1
dan,3,0.785,0.802,0.769,0.984,eng,1
dan,4,0.789,0.764,0.816,0.984,eng,1
dan,5,0.795,0.78,0.81,0.985,eng,1
dan,6,0.809,0.798,0.821,0.986,eng,1
dan,7,0.813,0.826,0.8,0.985,eng,1
dan,8,0.824,0.822,0.826,0.987,eng,1
dan,9,0.809,0.808,0.81,0.986,eng,1
dan,10,0.821,0.81,0.831,0.986,eng,1
dan,11,0.813,0.824,0.803,0.986,eng,1
dan,12,0.817,0.811,0.823,0.986,eng,1
dan,13,0.82,0.822,0.818,0.986,eng,1
dan,14,0.817,0.822,0.813,0.986,eng,1
dan,15,0.819,0.822,0.816,0.986,eng,1
slk,1,0.801,0.815,0.787,0.975,rom,2
slk,2,0.82,0.818,0.822,0.977,rom,2
slk,3,0.801,0.8,0.803,0.973,rom,2
slk,4,0.807,0.806,0.808,0.974,rom,2
slk,5,0.81,0.831,0.789,0.973,rom,2
slk,6,0.783,0.827,0.744,0.971,rom,2
slk,7,0.774,0.772,0.776,0.97,rom,2
slk,8,0.791,0.789,0.794,0.972,rom,2
slk,9,0.793,0.801,0.785,0.972,rom,2
slk,10,0.788,0.798,0.778,0.972,rom,2
slk,11,0.785,0.805,0.767,0.971,rom,2
slk,12,0.792,0.809,0.776,0.972,rom,2
slk,13,0.793,0.814,0.773,0.972,rom,2
slk,14,0.792,0.801,0.783,0.972,rom,2
slk,15,0.79,0.802,0.778,0.972,rom,2
eng,1,0.592,0.64,0.55,0.963,rom,1
eng,2,0.644,0.693,0.601,0.964,rom,1
eng,3,0.609,0.671,0.558,0.959,rom,1
eng,4,0.61,0.678,0.554,0.961,rom,1
eng,5,0.588,0.674,0.522,0.961,rom,1
eng,6,0.576,0.707,0.486,0.961,rom,1
eng,7,0.599,0.657,0.55,0.958,rom,1
eng,8,0.615,0.669,0.568,0.962,rom,1
eng,9,0.569,0.621,0.525,0.957,rom,1
eng,10,0.634,0.691,0.586,0.962,rom,1
eng,11,0.571,0.648,0.511,0.959,rom,1
eng,12,0.56,0.638,0.5,0.959,rom,1
eng,13,0.577,0.644,0.522,0.959,rom,1
eng,14,0.573,0.636,0.522,0.958,rom,1
eng,15,0.577,0.644,0.522,0.958,rom,1
swe,1,0.831,0.851,0.812,0.992,rom,1
swe,2,0.85,0.852,0.848,0.992,rom,1
swe,3,0.846,0.855,0.838,0.992,rom,1
swe,4,0.839,0.845,0.832,0.992,rom,1
swe,5,0.843,0.854,0.832,0.992,rom,1
swe,6,0.844,0.866,0.822,0.992,rom,1
swe,7,0.847,0.851,0.843,0.992,rom,1
swe,8,0.846,0.84,0.853,0.993,rom,1
swe,9,0.848,0.848,0.848,0.993,rom,1
swe,10,0.852,0.856,0.848,0.993,rom,1
swe,11,0.853,0.865,0.843,0.993,rom,1
swe,12,0.841,0.85,0.832,0.992,rom,1
swe,13,0.848,0.859,0.838,0.992,rom,1
swe,14,0.857,0.862,0.853,0.993,rom,1
swe,15,0.846,0.855,0.838,0.992,rom,1
nor,1,0.822,0.824,0.821,0.986,rom,1
nor,2,0.838,0.824,0.853,0.988,rom,1
nor,3,0.824,0.803,0.846,0.987,rom,1
nor,4,0.831,0.81,0.853,0.986,rom,1
nor,5,0.847,0.849,0.846,0.987,rom,1
nor,6,0.853,0.864,0.842,0.987,rom,1
nor,7,0.839,0.812,0.867,0.986,rom,1
nor,8,0.833,0.81,0.857,0.986,rom,1
nor,9,0.83,0.812,0.849,0.986,rom,1
nor,10,0.851,0.832,0.871,0.987,rom,1
nor,11,0.838,0.833,0.842,0.986,rom,1
nor,12,0.835,0.825,0.846,0.986,rom,1
nor,13,0.842,0.832,0.853,0.987,rom,1
nor,14,0.84,0.824,0.857,0.987,rom,1
nor,15,0.842,0.832,0.853,0.987,rom,1
heb,1,0.543,0.505,0.588,0.952,rom,4
heb,2,0.537,0.489,0.597,0.948,rom,4
heb,3,0.517,0.463,0.585,0.939,rom,4
heb,4,0.518,0.466,0.583,0.943,rom,4
heb,5,0.537,0.512,0.565,0.953,rom,4
heb,6,0.527,0.519,0.535,0.952,rom,4
heb,7,0.499,0.454,0.554,0.941,rom,4
heb,8,0.504,0.457,0.56,0.946,rom,4
heb,9,0.52,0.484,0.56,0.947,rom,4
heb,10,0.51,0.485,0.538,0.95,rom,4
heb,11,0.512,0.49,0.538,0.95,rom,4
heb,12,0.507,0.475,0.544,0.949,rom,4
heb,13,0.512,0.49,0.538,0.949,rom,4
heb,14,0.507,0.477,0.542,0.947,rom,4
heb,15,0.503,0.477,0.531,0.947,rom,4
rom,1,0.802,0.764,0.843,0.985,rom,3
rom,2,0.83,0.793,0.871,0.985,rom,3
rom,3,0.817,0.781,0.856,0.983,rom,3
rom,4,0.833,0.792,0.878,0.985,rom,3
rom,5,0.854,0.836,0.873,0.988,rom,3
rom,6,0.849,0.839,0.858,0.987,rom,3
rom,7,0.844,0.818,0.871,0.986,rom,3
rom,8,0.837,0.81,0.865,0.987,rom,3
rom,9,0.85,0.83,0.871,0.987,rom,3
rom,10,0.843,0.826,0.86,0.988,rom,3
rom,11,0.847,0.831,0.863,0.987,rom,3
rom,12,0.853,0.834,0.873,0.988,rom,3
rom,13,0.849,0.832,0.867,0.987,rom,3
rom,14,0.849,0.829,0.869,0.988,rom,3
rom,15,0.848,0.832,0.865,0.988,rom,3
por,1,0.778,0.779,0.776,0.977,rom,3
por,2,0.782,0.77,0.794,0.978,rom,3
por,3,0.793,0.791,0.796,0.977,rom,3
por,4,0.787,0.773,0.802,0.977,rom,3
por,5,0.804,0.811,0.796,0.977,rom,3
por,6,0.792,0.809,0.776,0.978,rom,3
por,7,0.782,0.774,0.791,0.975,rom,3
por,8,0.78,0.774,0.785,0.976,rom,3
por,9,0.785,0.777,0.793,0.976,rom,3
por,10,0.79,0.789,0.791,0.977,rom,3
por,11,0.804,0.811,0.796,0.977,rom,3
por,12,0.791,0.79,0.793,0.977,rom,3
por,13,0.803,0.807,0.798,0.977,rom,3
por,14,0.794,0.793,0.794,0.977,rom,3
por,15,0.801,0.805,0.796,0.977,rom,3
ger,1,0.767,0.755,0.778,0.976,rom,1
ger,2,0.761,0.728,0.796,0.973,rom,1
ger,3,0.758,0.736,0.782,0.972,rom,1
ger,4,0.757,0.719,0.8,0.972,rom,1
ger,5,0.759,0.748,0.771,0.974,rom,1
ger,6,0.758,0.777,0.74,0.974,rom,1
ger,7,0.75,0.728,0.773,0.97,rom,1
ger,8,0.767,0.746,0.788,0.974,rom,1
ger,9,0.752,0.734,0.771,0.973,rom,1
ger,10,0.752,0.742,0.763,0.974,rom,1
ger,11,0.753,0.749,0.757,0.974,rom,1
ger,12,0.761,0.747,0.775,0.974,rom,1
ger,13,0.764,0.758,0.771,0.974,rom,1
ger,14,0.761,0.743,0.78,0.974,rom,1
ger,15,0.758,0.746,0.771,0.974,rom,1
chi,1,0.658,0.664,0.652,0.956,rom,5
chi,2,0.682,0.664,0.701,0.958,rom,5
chi,3,0.669,0.646,0.693,0.954,rom,5
chi,4,0.662,0.638,0.688,0.956,rom,5
chi,5,0.634,0.649,0.62,0.955,rom,5
chi,6,0.573,0.631,0.525,0.945,rom,5
chi,7,0.632,0.627,0.636,0.952,rom,5
chi,8,0.65,0.643,0.657,0.955,rom,5
chi,9,0.625,0.628,0.623,0.953,rom,5
chi,10,0.605,0.617,0.593,0.949,rom,5
chi,11,0.615,0.633,0.598,0.951,rom,5
chi,12,0.644,0.645,0.643,0.955,rom,5
chi,13,0.621,0.632,0.61,0.952,rom,5
chi,14,0.639,0.637,0.642,0.953,rom,5
chi,15,0.63,0.637,0.623,0.953,rom,5
hrv,1,0.868,0.848,0.889,0.986,rom,2
hrv,2,0.858,0.825,0.894,0.984,rom,2
hrv,3,0.87,0.843,0.898,0.983,rom,2
hrv,4,0.852,0.821,0.886,0.982,rom,2
hrv,5,0.87,0.852,0.889,0.985,rom,2
hrv,6,0.858,0.845,0.872,0.985,rom,2
hrv,7,0.852,0.821,0.884,0.981,rom,2
hrv,8,0.867,0.838,0.898,0.984,rom,2
hrv,9,0.873,0.852,0.895,0.984,rom,2
hrv,10,0.874,0.853,0.897,0.985,rom,2
hrv,11,0.873,0.854,0.894,0.985,rom,2
hrv,12,0.88,0.855,0.906,0.985,rom,2
hrv,13,0.877,0.852,0.903,0.985,rom,2
hrv,14,0.873,0.844,0.905,0.984,rom,2
hrv,15,0.875,0.849,0.903,0.984,rom,2
srb,1,0.863,0.851,0.875,0.983,rom,2
srb,2,0.863,0.848,0.877,0.98,rom,2
srb,3,0.86,0.847,0.874,0.978,rom,2
srb,4,0.85,0.829,0.871,0.978,rom,2
srb,5,0.879,0.879,0.88,0.982,rom,2
srb,6,0.875,0.887,0.864,0.982,rom,2
srb,7,0.851,0.836,0.866,0.976,rom,2
srb,8,0.871,0.862,0.88,0.979,rom,2
srb,9,0.865,0.859,0.87,0.978,rom,2
srb,10,0.878,0.877,0.879,0.981,rom,2
srb,11,0.878,0.88,0.875,0.98,rom,2
srb,12,0.881,0.877,0.885,0.981,rom,2
srb,13,0.88,0.881,0.88,0.98,rom,2
srb,14,0.874,0.871,0.877,0.98,rom,2
srb,15,0.873,0.873,0.874,0.98,rom,2
dan,1,0.799,0.809,0.79,0.986,rom,1
dan,2,0.821,0.834,0.808,0.986,rom,1
dan,3,0.807,0.811,0.803,0.985,rom,1
dan,4,0.827,0.823,0.831,0.987,rom,1
dan,5,0.809,0.819,0.8,0.986,rom,1
dan,6,0.808,0.836,0.782,0.986,rom,1
dan,7,0.814,0.81,0.818,0.986,rom,1
dan,8,0.795,0.8,0.79,0.984,rom,1
dan,9,0.808,0.806,0.81,0.985,rom,1
dan,10,0.802,0.804,0.8,0.985,rom,1
dan,11,0.801,0.813,0.79,0.985,rom,1
dan,12,0.799,0.812,0.787,0.986,rom,1
dan,13,0.801,0.813,0.79,0.985,rom,1
dan,14,0.807,0.811,0.803,0.985,rom,1
dan,15,0.801,0.813,0.79,0.985,rom,1
slk,1,0.843,0.844,0.842,0.979,slk,2
slk,2,0.844,0.851,0.838,0.978,slk,2
slk,3,0.864,0.851,0.876,0.98,slk,2
slk,4,0.867,0.852,0.883,0.981,slk,2
slk,5,0.873,0.864,0.883,0.981,slk,2
slk,6,0.873,0.849,0.899,0.981,slk,2
slk,7,0.871,0.856,0.886,0.981,slk,2
slk,8,0.869,0.852,0.886,0.981,slk,2
slk,9,0.871,0.85,0.892,0.98,slk,2
slk,10,0.865,0.857,0.874,0.981,slk,2
slk,11,0.869,0.849,0.89,0.98,slk,2
slk,12,0.86,0.836,0.886,0.979,slk,2
slk,13,0.858,0.832,0.886,0.979,slk,2
slk,14,0.866,0.847,0.886,0.979,slk,2
slk,15,0.871,0.85,0.892,0.98,slk,2
eng,1,0.625,0.652,0.601,0.962,slk,1
eng,2,0.65,0.717,0.594,0.962,slk,1
eng,3,0.62,0.677,0.572,0.962,slk,1
eng,4,0.653,0.695,0.615,0.963,slk,1
eng,5,0.636,0.68,0.597,0.962,slk,1
eng,6,0.673,0.688,0.658,0.963,slk,1
eng,7,0.658,0.711,0.612,0.963,slk,1
eng,8,0.664,0.69,0.64,0.963,slk,1
eng,9,0.645,0.657,0.633,0.962,slk,1
eng,10,0.624,0.661,0.59,0.962,slk,1
eng,11,0.644,0.668,0.622,0.962,slk,1
eng,12,0.634,0.649,0.619,0.962,slk,1
eng,13,0.652,0.664,0.64,0.962,slk,1
eng,14,0.639,0.662,0.619,0.962,slk,1
eng,15,0.646,0.671,0.622,0.962,slk,1
swe,1,0.837,0.841,0.832,0.992,slk,1
swe,2,0.848,0.859,0.838,0.992,slk,1
swe,3,0.854,0.861,0.848,0.992,slk,1
swe,4,0.848,0.833,0.863,0.992,slk,1
swe,5,0.857,0.847,0.868,0.992,slk,1
swe,6,0.85,0.837,0.863,0.992,slk,1
swe,7,0.854,0.861,0.848,0.991,slk,1
swe,8,0.848,0.844,0.853,0.992,slk,1
swe,9,0.842,0.832,0.853,0.991,slk,1
swe,10,0.851,0.848,0.853,0.991,slk,1
swe,11,0.839,0.831,0.848,0.991,slk,1
swe,12,0.841,0.838,0.843,0.991,slk,1
swe,13,0.838,0.834,0.843,0.991,slk,1
swe,14,0.841,0.838,0.843,0.991,slk,1
swe,15,0.846,0.843,0.848,0.991,slk,1
nor,1,0.857,0.836,0.878,0.99,slk,1
nor,2,0.833,0.817,0.849,0.989,slk,1
nor,3,0.886,0.866,0.907,0.99,slk,1
nor,4,0.872,0.853,0.892,0.991,slk,1
nor,5,0.877,0.847,0.91,0.991,slk,1
nor,6,0.873,0.838,0.91,0.991,slk,1
nor,7,0.883,0.863,0.903,0.991,slk,1
nor,8,0.86,0.83,0.892,0.99,slk,1
nor,9,0.85,0.818,0.885,0.989,slk,1
nor,10,0.862,0.84,0.885,0.99,slk,1
nor,11,0.87,0.845,0.896,0.99,slk,1
nor,12,0.864,0.831,0.9,0.99,slk,1
nor,13,0.861,0.828,0.896,0.989,slk,1
nor,14,0.86,0.832,0.889,0.99,slk,1
nor,15,0.86,0.832,0.889,0.99,slk,1
heb,1,0.535,0.519,0.551,0.956,slk,4
heb,2,0.529,0.571,0.492,0.957,slk,4
heb,3,0.545,0.536,0.554,0.957,slk,4
heb,4,0.563,0.56,0.567,0.959,slk,4
heb,5,0.565,0.539,0.592,0.957,slk,4
heb,6,0.573,0.539,0.61,0.957,slk,4
heb,7,0.565,0.556,0.574,0.957,slk,4
heb,8,0.564,0.557,0.572,0.959,slk,4
heb,9,0.576,0.552,0.601,0.958,slk,4
heb,10,0.572,0.569,0.576,0.96,slk,4
heb,11,0.579,0.566,0.592,0.96,slk,4
heb,12,0.576,0.556,0.597,0.958,slk,4
heb,13,0.577,0.545,0.613,0.957,slk,4
heb,14,0.579,0.564,0.595,0.959,slk,4
heb,15,0.577,0.563,0.592,0.958,slk,4
rom,1,0.715,0.682,0.751,0.98,slk,3
rom,2,0.691,0.693,0.69,0.978,slk,3
rom,3,0.744,0.719,0.771,0.981,slk,3
rom,4,0.749,0.706,0.797,0.979,slk,3
rom,5,0.753,0.719,0.79,0.979,slk,3
rom,6,0.752,0.704,0.806,0.978,slk,3
rom,7,0.761,0.722,0.804,0.979,slk,3
rom,8,0.757,0.712,0.808,0.98,slk,3
rom,9,0.747,0.702,0.797,0.979,slk,3
rom,10,0.745,0.714,0.779,0.98,slk,3
rom,11,0.755,0.716,0.797,0.98,slk,3
rom,12,0.756,0.711,0.808,0.979,slk,3
rom,13,0.751,0.703,0.806,0.979,slk,3
rom,14,0.759,0.719,0.803,0.979,slk,3
rom,15,0.757,0.717,0.803,0.979,slk,3
por,1,0.826,0.826,0.826,0.98,slk,3
por,2,0.825,0.833,0.817,0.979,slk,3
por,3,0.836,0.835,0.837,0.981,slk,3
por,4,0.828,0.818,0.839,0.98,slk,3
por,5,0.83,0.818,0.842,0.979,slk,3
por,6,0.817,0.795,0.84,0.979,slk,3
por,7,0.832,0.825,0.839,0.98,slk,3
por,8,0.836,0.824,0.85,0.981,slk,3
por,9,0.823,0.804,0.842,0.98,slk,3
por,10,0.814,0.798,0.831,0.979,slk,3
por,11,0.809,0.797,0.822,0.979,slk,3
por,12,0.821,0.807,0.835,0.98,slk,3
por,13,0.817,0.802,0.833,0.98,slk,3
por,14,0.822,0.807,0.837,0.98,slk,3
por,15,0.819,0.805,0.833,0.98,slk,3
ger,1,0.763,0.731,0.798,0.976,slk,1
ger,2,0.785,0.779,0.79,0.976,slk,1
ger,3,0.777,0.748,0.807,0.976,slk,1
ger,4,0.738,0.68,0.807,0.972,slk,1
ger,5,0.751,0.71,0.798,0.973,slk,1
ger,6,0.728,0.653,0.821,0.969,slk,1
ger,7,0.762,0.724,0.803,0.974,slk,1
ger,8,0.757,0.711,0.809,0.973,slk,1
ger,9,0.74,0.677,0.815,0.97,slk,1
ger,10,0.764,0.72,0.813,0.974,slk,1
ger,11,0.763,0.721,0.811,0.973,slk,1
ger,12,0.744,0.687,0.811,0.971,slk,1
ger,13,0.74,0.676,0.817,0.97,slk,1
ger,14,0.753,0.703,0.811,0.972,slk,1
ger,15,0.751,0.701,0.809,0.972,slk,1
chi,1,0.632,0.613,0.652,0.958,slk,5
chi,2,0.604,0.648,0.566,0.952,slk,5
chi,3,0.634,0.635,0.632,0.956,slk,5
chi,4,0.637,0.64,0.635,0.955,slk,5
chi,5,0.61,0.621,0.599,0.954,slk,5
chi,6,0.654,0.634,0.675,0.955,slk,5
chi,7,0.644,0.651,0.638,0.957,slk,5
chi,8,0.617,0.636,0.599,0.954,slk,5
chi,9,0.621,0.621,0.62,0.953,slk,5
chi,10,0.603,0.617,0.589,0.953,slk,5
chi,11,0.614,0.623,0.604,0.953,slk,5
chi,12,0.623,0.619,0.627,0.953,slk,5
chi,13,0.637,0.63,0.646,0.954,slk,5
chi,14,0.628,0.63,0.626,0.954,slk,5
chi,15,0.627,0.629,0.624,0.954,slk,5
hrv,1,0.855,0.832,0.878,0.986,slk,2
hrv,2,0.9,0.877,0.925,0.989,slk,2
hrv,3,0.873,0.841,0.908,0.985,slk,2
hrv,4,0.896,0.863,0.933,0.986,slk,2
hrv,5,0.875,0.841,0.912,0.984,slk,2
hrv,6,0.896,0.855,0.941,0.985,slk,2
hrv,7,0.883,0.851,0.917,0.985,slk,2
hrv,8,0.877,0.845,0.912,0.985,slk,2
hrv,9,0.864,0.829,0.903,0.984,slk,2
hrv,10,0.884,0.855,0.915,0.986,slk,2
hrv,11,0.887,0.856,0.92,0.985,slk,2
hrv,12,0.885,0.853,0.919,0.985,slk,2
hrv,13,0.882,0.848,0.919,0.984,slk,2
hrv,14,0.888,0.855,0.923,0.985,slk,2
hrv,15,0.89,0.858,0.925,0.985,slk,2
srb,1,0.855,0.847,0.863,0.983,slk,2
srb,2,0.896,0.889,0.903,0.986,slk,2
srb,3,0.88,0.868,0.892,0.984,slk,2
srb,4,0.889,0.872,0.906,0.983,slk,2
srb,5,0.889,0.876,0.902,0.983,slk,2
srb,6,0.903,0.884,0.923,0.984,slk,2
srb,7,0.901,0.887,0.915,0.985,slk,2
srb,8,0.901,0.89,0.912,0.984,slk,2
srb,9,0.888,0.875,0.901,0.983,slk,2
srb,10,0.902,0.889,0.916,0.985,slk,2
srb,11,0.902,0.889,0.915,0.984,slk,2
srb,12,0.897,0.881,0.915,0.983,slk,2
srb,13,0.892,0.871,0.913,0.983,slk,2
srb,14,0.899,0.884,0.915,0.984,slk,2
srb,15,0.898,0.883,0.915,0.984,slk,2
dan,1,0.81,0.81,0.81,0.987,slk,1
dan,2,0.798,0.806,0.79,0.986,slk,1
dan,3,0.84,0.843,0.836,0.988,slk,1
dan,4,0.803,0.797,0.808,0.986,slk,1
dan,5,0.799,0.786,0.813,0.986,slk,1
dan,6,0.816,0.809,0.823,0.986,slk,1
dan,7,0.82,0.819,0.821,0.987,slk,1
dan,8,0.816,0.814,0.818,0.987,slk,1
dan,9,0.823,0.813,0.834,0.988,slk,1
dan,10,0.816,0.819,0.813,0.987,slk,1
dan,11,0.816,0.809,0.823,0.988,slk,1
dan,12,0.829,0.825,0.834,0.988,slk,1
dan,13,0.821,0.81,0.831,0.988,slk,1
dan,14,0.819,0.811,0.826,0.988,slk,1
dan,15,0.821,0.814,0.829,0.988,slk,1
