test_lang,epoch,F1,precision,recall,accuracy,targ_lang,group
nor,2,0.87,0.852,0.889,0.99,dan,1
nor,3,0.897,0.888,0.907,0.991,dan,1
nor,4,0.897,0.874,0.921,0.991,dan,1
nor,5,0.86,0.85,0.871,0.988,dan,1
nor,6,0.876,0.856,0.896,0.99,dan,1
nor,7,0.886,0.88,0.892,0.991,dan,1
nor,8,0.888,0.867,0.91,0.99,dan,1
nor,9,0.877,0.862,0.892,0.99,dan,1
nor,10,0.872,0.853,0.892,0.989,dan,1
nor,11,0.869,0.849,0.889,0.989,dan,1
nor,12,0.869,0.849,0.889,0.99,dan,1
nor,13,0.858,0.841,0.875,0.99,dan,1
nor,14,0.849,0.832,0.867,0.989,dan,1
nor,15,0.873,0.861,0.885,0.99,dan,1
nor,16,0.874,0.853,0.896,0.989,dan,1
nor,17,0.877,0.859,0.896,0.99,dan,1
nor,18,0.881,0.86,0.903,0.99,dan,1
nor,19,0.885,0.863,0.907,0.99,dan,1
nor,20,0.884,0.866,0.903,0.99,dan,1
heb,1,0.607,0.562,0.658,0.954,dan,4
heb,2,0.665,0.658,0.672,0.962,dan,4
heb,3,0.649,0.631,0.667,0.961,dan,4
heb,4,0.653,0.614,0.697,0.957,dan,4
heb,5,0.608,0.601,0.615,0.957,dan,4
heb,6,0.644,0.629,0.661,0.961,dan,4
heb,7,0.654,0.624,0.688,0.959,dan,4
heb,8,0.633,0.588,0.686,0.956,dan,4
heb,9,0.661,0.648,0.674,0.961,dan,4
heb,10,0.645,0.625,0.665,0.959,dan,4
heb,11,0.652,0.641,0.663,0.96,dan,4
heb,12,0.649,0.622,0.679,0.959,dan,4
heb,13,0.647,0.629,0.665,0.961,dan,4
heb,14,0.65,0.62,0.683,0.958,dan,4
heb,15,0.645,0.63,0.661,0.961,dan,4
heb,16,0.643,0.614,0.674,0.959,dan,4
heb,17,0.652,0.618,0.69,0.958,dan,4
heb,18,0.648,0.618,0.681,0.959,dan,4
heb,19,0.647,0.612,0.686,0.958,dan,4
heb,20,0.645,0.613,0.681,0.958,dan,4
rom,1,0.803,0.76,0.851,0.979,dan,3
rom,2,0.825,0.838,0.812,0.985,dan,3
rom,3,0.82,0.817,0.822,0.983,dan,3
rom,4,0.805,0.792,0.818,0.982,dan,3
rom,5,0.807,0.826,0.789,0.983,dan,3
rom,6,0.794,0.818,0.772,0.98,dan,3
rom,7,0.781,0.829,0.739,0.979,dan,3
rom,8,0.804,0.802,0.807,0.982,dan,3
rom,9,0.801,0.807,0.795,0.981,dan,3
rom,10,0.801,0.788,0.814,0.98,dan,3
rom,11,0.806,0.808,0.805,0.981,dan,3
rom,12,0.816,0.813,0.818,0.981,dan,3
rom,13,0.816,0.823,0.809,0.981,dan,3
rom,14,0.799,0.795,0.803,0.98,dan,3
rom,15,0.81,0.813,0.807,0.98,dan,3
rom,16,0.813,0.809,0.818,0.981,dan,3
rom,17,0.804,0.792,0.816,0.981,dan,3
rom,18,0.81,0.805,0.814,0.982,dan,3
rom,19,0.799,0.787,0.812,0.981,dan,3
rom,20,0.799,0.79,0.809,0.981,dan,3
por,1,0.862,0.85,0.873,0.984,dan,3
por,2,0.866,0.873,0.859,0.984,dan,3
por,3,0.872,0.883,0.861,0.985,dan,3
por,4,0.866,0.859,0.873,0.983,dan,3
por,5,0.85,0.867,0.835,0.983,dan,3
por,6,0.868,0.869,0.866,0.984,dan,3
por,7,0.874,0.885,0.862,0.985,dan,3
por,8,0.868,0.869,0.866,0.984,dan,3
por,9,0.872,0.876,0.868,0.984,dan,3
por,10,0.872,0.869,0.875,0.984,dan,3
por,11,0.871,0.873,0.87,0.984,dan,3
por,12,0.87,0.868,0.872,0.984,dan,3
por,13,0.876,0.881,0.872,0.985,dan,3
por,14,0.866,0.863,0.868,0.984,dan,3
por,15,0.871,0.873,0.87,0.985,dan,3
por,16,0.876,0.874,0.879,0.985,dan,3
por,17,0.865,0.86,0.87,0.984,dan,3
por,18,0.871,0.87,0.872,0.985,dan,3
por,19,0.868,0.865,0.872,0.984,dan,3
por,20,0.87,0.868,0.872,0.985,dan,3
ger,1,0.723,0.686,0.765,0.966,dan,1
ger,2,0.749,0.772,0.728,0.97,dan,1
ger,3,0.754,0.759,0.749,0.972,dan,1
ger,4,0.738,0.709,0.768,0.969,dan,1
ger,5,0.766,0.754,0.778,0.971,dan,1
ger,6,0.78,0.751,0.811,0.973,dan,1
ger,7,0.77,0.767,0.773,0.971,dan,1
ger,8,0.762,0.741,0.785,0.969,dan,1
ger,9,0.771,0.762,0.781,0.972,dan,1
ger,10,0.769,0.761,0.778,0.971,dan,1
ger,11,0.767,0.752,0.783,0.971,dan,1
ger,12,0.778,0.755,0.801,0.972,dan,1
ger,13,0.784,0.764,0.804,0.973,dan,1
ger,14,0.749,0.733,0.765,0.969,dan,1
ger,15,0.779,0.759,0.801,0.972,dan,1
ger,16,0.779,0.746,0.816,0.971,dan,1
ger,17,0.78,0.753,0.809,0.972,dan,1
ger,18,0.775,0.752,0.799,0.971,dan,1
ger,19,0.775,0.753,0.799,0.971,dan,1
ger,20,0.776,0.754,0.799,0.971,dan,1
chi,1,0.737,0.679,0.806,0.961,dan,5
chi,2,0.785,0.764,0.808,0.97,dan,5
chi,3,0.759,0.715,0.808,0.966,dan,5
chi,4,0.728,0.678,0.784,0.959,dan,5
chi,5,0.739,0.689,0.796,0.965,dan,5
chi,6,0.726,0.675,0.786,0.963,dan,5
chi,7,0.746,0.702,0.796,0.965,dan,5
chi,8,0.748,0.692,0.815,0.962,dan,5
chi,9,0.715,0.67,0.766,0.963,dan,5
chi,10,0.732,0.678,0.796,0.963,dan,5
chi,11,0.735,0.683,0.795,0.964,dan,5
chi,12,0.732,0.682,0.791,0.964,dan,5
chi,13,0.739,0.692,0.792,0.965,dan,5
chi,14,0.725,0.674,0.783,0.962,dan,5
chi,15,0.719,0.672,0.774,0.963,dan,5
chi,16,0.732,0.675,0.799,0.963,dan,5
chi,17,0.729,0.675,0.794,0.963,dan,5
chi,18,0.733,0.676,0.799,0.964,dan,5
chi,19,0.733,0.676,0.8,0.964,dan,5
chi,20,0.735,0.68,0.799,0.965,dan,5
hrv,1,0.859,0.884,0.836,0.983,dan,2
hrv,2,0.866,0.908,0.827,0.983,dan,2
hrv,3,0.879,0.918,0.844,0.985,dan,2
hrv,4,0.862,0.889,0.836,0.983,dan,2
hrv,5,0.878,0.916,0.842,0.984,dan,2
hrv,6,0.885,0.928,0.845,0.985,dan,2
hrv,7,0.875,0.922,0.832,0.984,dan,2
hrv,8,0.854,0.888,0.823,0.983,dan,2
hrv,9,0.884,0.93,0.842,0.985,dan,2
hrv,10,0.881,0.925,0.84,0.985,dan,2
hrv,11,0.877,0.915,0.841,0.984,dan,2
hrv,12,0.875,0.916,0.837,0.984,dan,2
hrv,13,0.881,0.925,0.84,0.984,dan,2
hrv,14,0.867,0.909,0.829,0.984,dan,2
hrv,15,0.878,0.923,0.837,0.985,dan,2
hrv,16,0.876,0.915,0.84,0.984,dan,2
hrv,17,0.875,0.911,0.841,0.984,dan,2
hrv,18,0.878,0.915,0.844,0.984,dan,2
hrv,19,0.875,0.912,0.841,0.984,dan,2
hrv,20,0.875,0.912,0.841,0.984,dan,2
srb,1,0.874,0.9,0.849,0.981,dan,2
srb,2,0.878,0.918,0.842,0.98,dan,2
srb,3,0.882,0.922,0.846,0.983,dan,2
srb,4,0.868,0.899,0.839,0.981,dan,2
srb,5,0.881,0.92,0.845,0.982,dan,2
srb,6,0.88,0.925,0.84,0.982,dan,2
srb,7,0.886,0.937,0.84,0.983,dan,2
srb,8,0.868,0.9,0.839,0.981,dan,2
srb,9,0.884,0.928,0.844,0.983,dan,2
srb,10,0.877,0.914,0.843,0.983,dan,2
srb,11,0.879,0.916,0.845,0.982,dan,2
srb,12,0.874,0.91,0.841,0.982,dan,2
srb,13,0.875,0.918,0.835,0.981,dan,2
srb,14,0.876,0.919,0.837,0.982,dan,2
srb,15,0.881,0.924,0.842,0.982,dan,2
srb,16,0.884,0.926,0.846,0.983,dan,2
srb,17,0.884,0.92,0.85,0.983,dan,2
srb,18,0.88,0.917,0.847,0.983,dan,2
srb,19,0.881,0.919,0.847,0.983,dan,2
srb,20,0.882,0.922,0.846,0.983,dan,2
dan,1,0.86,0.85,0.87,0.989,dan,1
dan,2,0.856,0.869,0.844,0.988,dan,1
dan,3,0.873,0.889,0.857,0.989,dan,1
dan,4,0.855,0.859,0.852,0.988,dan,1
dan,5,0.848,0.863,0.834,0.988,dan,1
dan,6,0.854,0.856,0.852,0.988,dan,1
dan,7,0.856,0.879,0.834,0.988,dan,1
dan,8,0.85,0.868,0.834,0.988,dan,1
dan,9,0.845,0.856,0.834,0.988,dan,1
dan,10,0.852,0.874,0.831,0.988,dan,1
dan,11,0.854,0.866,0.842,0.988,dan,1
dan,12,0.857,0.873,0.842,0.989,dan,1
dan,13,0.852,0.868,0.836,0.988,dan,1
dan,14,0.856,0.865,0.847,0.988,dan,1
dan,15,0.848,0.873,0.823,0.988,dan,1
dan,16,0.856,0.863,0.849,0.989,dan,1
dan,17,0.863,0.868,0.857,0.989,dan,1
dan,18,0.857,0.867,0.847,0.988,dan,1
dan,19,0.859,0.87,0.849,0.988,dan,1
dan,20,0.853,0.862,0.844,0.988,dan,1
slk,1,0.803,0.749,0.865,0.967,eng,2
slk,2,0.805,0.745,0.876,0.969,eng,2
slk,3,0.805,0.76,0.856,0.971,eng,2
slk,4,0.811,0.765,0.863,0.971,eng,2
slk,5,0.797,0.733,0.874,0.966,eng,2
slk,6,0.797,0.741,0.863,0.969,eng,2
slk,7,0.786,0.72,0.865,0.964,eng,2
slk,8,0.805,0.747,0.872,0.969,eng,2
slk,9,0.786,0.709,0.881,0.964,eng,2
slk,10,0.806,0.753,0.867,0.968,eng,2
slk,11,0.777,0.705,0.865,0.964,eng,2
slk,12,0.793,0.736,0.86,0.969,eng,2
slk,13,0.797,0.742,0.86,0.968,eng,2
slk,14,0.789,0.726,0.863,0.968,eng,2
slk,15,0.784,0.723,0.856,0.966,eng,2
slk,16,0.793,0.73,0.867,0.966,eng,2
slk,17,0.79,0.724,0.87,0.966,eng,2
slk,18,0.797,0.732,0.874,0.966,eng,2
slk,19,0.797,0.734,0.872,0.967,eng,2
slk,20,0.798,0.735,0.874,0.966,eng,2
eng,1,0.695,0.613,0.802,0.961,eng,1
eng,2,0.669,0.571,0.806,0.96,eng,1
eng,3,0.732,0.654,0.831,0.966,eng,1
eng,4,0.714,0.648,0.795,0.966,eng,1
eng,5,0.683,0.599,0.795,0.962,eng,1
eng,6,0.707,0.629,0.806,0.966,eng,1
eng,7,0.678,0.609,0.766,0.963,eng,1
eng,8,0.69,0.611,0.791,0.963,eng,1
eng,9,0.689,0.604,0.802,0.961,eng,1
eng,10,0.706,0.627,0.806,0.966,eng,1
eng,11,0.693,0.609,0.802,0.962,eng,1
eng,12,0.701,0.623,0.802,0.964,eng,1
eng,13,0.719,0.647,0.809,0.966,eng,1
eng,14,0.722,0.643,0.824,0.965,eng,1
eng,15,0.725,0.643,0.831,0.965,eng,1
eng,16,0.731,0.65,0.835,0.965,eng,1
eng,17,0.722,0.638,0.831,0.965,eng,1
eng,18,0.731,0.65,0.835,0.966,eng,1
eng,19,0.732,0.654,0.831,0.967,eng,1
eng,20,0.735,0.657,0.835,0.967,eng,1
swe,1,0.889,0.848,0.934,0.993,eng,1
swe,2,0.892,0.845,0.944,0.993,eng,1
swe,3,0.888,0.854,0.924,0.993,eng,1
swe,4,0.902,0.872,0.934,0.994,eng,1
swe,5,0.885,0.837,0.939,0.992,eng,1
swe,6,0.884,0.843,0.929,0.993,eng,1
swe,7,0.854,0.797,0.919,0.992,eng,1
swe,8,0.895,0.843,0.954,0.993,eng,1
swe,9,0.863,0.795,0.944,0.992,eng,1
swe,10,0.892,0.845,0.944,0.993,eng,1
swe,11,0.885,0.84,0.934,0.993,eng,1
swe,12,0.885,0.837,0.939,0.993,eng,1
swe,13,0.898,0.86,0.939,0.994,eng,1
swe,14,0.887,0.841,0.939,0.993,eng,1
swe,15,0.889,0.848,0.934,0.993,eng,1
swe,16,0.892,0.849,0.939,0.993,eng,1
swe,17,0.879,0.826,0.939,0.992,eng,1
swe,18,0.892,0.849,0.939,0.993,eng,1
swe,19,0.889,0.848,0.934,0.993,eng,1
swe,20,0.886,0.847,0.929,0.993,eng,1
nor,1,0.798,0.722,0.892,0.984,eng,1
nor,2,0.809,0.728,0.91,0.984,eng,1
nor,3,0.83,0.782,0.885,0.985,eng,1
nor,4,0.823,0.769,0.885,0.986,eng,1
nor,5,0.82,0.749,0.907,0.984,eng,1
nor,6,0.828,0.768,0.9,0.986,eng,1
nor,7,0.801,0.734,0.882,0.983,eng,1
nor,8,0.806,0.745,0.878,0.984,eng,1
nor,9,0.802,0.728,0.892,0.983,eng,1
nor,10,0.827,0.771,0.892,0.985,eng,1
nor,11,0.808,0.74,0.889,0.985,eng,1
nor,12,0.816,0.754,0.889,0.985,eng,1
nor,13,0.831,0.778,0.892,0.986,eng,1
nor,14,0.813,0.749,0.889,0.985,eng,1
nor,15,0.825,0.765,0.896,0.984,eng,1
nor,16,0.795,0.724,0.882,0.983,eng,1
nor,17,0.795,0.724,0.882,0.983,eng,1
nor,18,0.804,0.734,0.889,0.983,eng,1
nor,19,0.823,0.764,0.892,0.984,eng,1
nor,20,0.82,0.755,0.896,0.984,eng,1
heb,1,0.569,0.501,0.658,0.948,eng,4
heb,2,0.569,0.509,0.645,0.954,eng,4
heb,3,0.608,0.59,0.626,0.961,eng,4
heb,4,0.598,0.566,0.633,0.96,eng,4
heb,5,0.585,0.527,0.656,0.952,eng,4
heb,6,0.596,0.544,0.658,0.956,eng,4
heb,7,0.565,0.503,0.645,0.947,eng,4
heb,8,0.572,0.515,0.645,0.95,eng,4
heb,9,0.549,0.48,0.642,0.946,eng,4
heb,10,0.558,0.494,0.642,0.946,eng,4
heb,11,0.566,0.511,0.636,0.952,eng,4
heb,12,0.578,0.532,0.633,0.957,eng,4
heb,13,0.571,0.525,0.626,0.955,eng,4
heb,14,0.568,0.52,0.626,0.955,eng,4
heb,15,0.555,0.511,0.608,0.954,eng,4
heb,16,0.571,0.521,0.631,0.953,eng,4
heb,17,0.561,0.502,0.636,0.95,eng,4
heb,18,0.562,0.501,0.64,0.95,eng,4
heb,19,0.565,0.51,0.633,0.951,eng,4
heb,20,0.568,0.509,0.642,0.951,eng,4
rom,1,0.776,0.753,0.801,0.976,eng,3
rom,2,0.785,0.762,0.81,0.98,eng,3
rom,3,0.811,0.826,0.797,0.981,eng,3
rom,4,0.799,0.822,0.778,0.98,eng,3
rom,5,0.793,0.771,0.816,0.98,eng,3
rom,6,0.808,0.814,0.803,0.981,eng,3
rom,7,0.797,0.774,0.822,0.98,eng,3
rom,8,0.78,0.759,0.803,0.977,eng,3
rom,9,0.783,0.777,0.789,0.978,eng,3
rom,10,0.783,0.78,0.787,0.979,eng,3
rom,11,0.771,0.768,0.774,0.978,eng,3
rom,12,0.759,0.76,0.758,0.976,eng,3
rom,13,0.798,0.795,0.801,0.98,eng,3
rom,14,0.779,0.777,0.781,0.979,eng,3
rom,15,0.787,0.78,0.795,0.979,eng,3
rom,16,0.765,0.745,0.785,0.978,eng,3
rom,17,0.792,0.769,0.816,0.978,eng,3
rom,18,0.81,0.801,0.818,0.98,eng,3
rom,19,0.805,0.803,0.807,0.98,eng,3
rom,20,0.811,0.809,0.812,0.98,eng,3
por,1,0.847,0.817,0.879,0.981,eng,3
por,2,0.838,0.812,0.866,0.981,eng,3
por,3,0.843,0.845,0.84,0.982,eng,3
por,4,0.856,0.858,0.853,0.982,eng,3
por,5,0.869,0.856,0.883,0.983,eng,3
por,6,0.859,0.849,0.87,0.983,eng,3
por,7,0.856,0.849,0.864,0.983,eng,3
por,8,0.854,0.839,0.87,0.982,eng,3
por,9,0.85,0.827,0.875,0.982,eng,3
por,10,0.848,0.835,0.862,0.982,eng,3
por,11,0.847,0.83,0.866,0.982,eng,3
por,12,0.824,0.807,0.842,0.979,eng,3
por,13,0.84,0.831,0.85,0.981,eng,3
por,14,0.835,0.824,0.848,0.98,eng,3
por,15,0.84,0.825,0.855,0.981,eng,3
por,16,0.856,0.849,0.864,0.981,eng,3
por,17,0.842,0.827,0.859,0.98,eng,3
por,18,0.842,0.827,0.859,0.981,eng,3
por,19,0.849,0.839,0.859,0.981,eng,3
por,20,0.849,0.836,0.862,0.981,eng,3
ger,1,0.795,0.749,0.847,0.971,eng,1
ger,2,0.79,0.752,0.832,0.974,eng,1
ger,3,0.801,0.784,0.819,0.974,eng,1
ger,4,0.809,0.779,0.842,0.975,eng,1
ger,5,0.811,0.773,0.852,0.975,eng,1
ger,6,0.808,0.776,0.842,0.975,eng,1
ger,7,0.799,0.769,0.832,0.973,eng,1
ger,8,0.814,0.79,0.84,0.974,eng,1
ger,9,0.802,0.765,0.843,0.973,eng,1
ger,10,0.809,0.784,0.835,0.974,eng,1
ger,11,0.815,0.779,0.855,0.975,eng,1
ger,12,0.814,0.785,0.845,0.975,eng,1
ger,13,0.822,0.801,0.845,0.975,eng,1
ger,14,0.807,0.783,0.834,0.974,eng,1
ger,15,0.807,0.778,0.837,0.974,eng,1
ger,16,0.812,0.785,0.84,0.974,eng,1
ger,17,0.812,0.78,0.847,0.974,eng,1
ger,18,0.807,0.776,0.84,0.974,eng,1
ger,19,0.811,0.786,0.838,0.975,eng,1
ger,20,0.811,0.786,0.838,0.974,eng,1
chi,1,0.78,0.729,0.839,0.969,eng,5
chi,2,0.766,0.706,0.837,0.968,eng,5
chi,3,0.777,0.746,0.811,0.97,eng,5
chi,4,0.771,0.734,0.812,0.971,eng,5
chi,5,0.76,0.71,0.817,0.968,eng,5
chi,6,0.77,0.716,0.832,0.97,eng,5
chi,7,0.772,0.722,0.831,0.963,eng,5
chi,8,0.758,0.711,0.812,0.969,eng,5
chi,9,0.753,0.7,0.816,0.967,eng,5
chi,10,0.748,0.691,0.815,0.966,eng,5
chi,11,0.746,0.686,0.817,0.966,eng,5
chi,12,0.745,0.693,0.804,0.965,eng,5
chi,13,0.762,0.714,0.817,0.968,eng,5
chi,14,0.749,0.697,0.81,0.967,eng,5
chi,15,0.751,0.69,0.823,0.965,eng,5
chi,16,0.748,0.682,0.828,0.964,eng,5
chi,17,0.742,0.672,0.829,0.963,eng,5
chi,18,0.741,0.671,0.827,0.963,eng,5
chi,19,0.748,0.683,0.825,0.964,eng,5
chi,20,0.753,0.687,0.832,0.964,eng,5
hrv,1,0.853,0.863,0.844,0.98,eng,2
hrv,2,0.878,0.895,0.862,0.984,eng,2
hrv,3,0.88,0.904,0.858,0.985,eng,2
hrv,4,0.869,0.896,0.844,0.983,eng,2
hrv,5,0.862,0.876,0.848,0.981,eng,2
hrv,6,0.862,0.889,0.836,0.983,eng,2
hrv,7,0.864,0.881,0.848,0.981,eng,2
hrv,8,0.87,0.895,0.846,0.983,eng,2
hrv,9,0.85,0.865,0.836,0.981,eng,2
hrv,10,0.854,0.879,0.831,0.981,eng,2
hrv,11,0.853,0.872,0.835,0.981,eng,2
hrv,12,0.861,0.886,0.837,0.982,eng,2
hrv,13,0.866,0.895,0.84,0.983,eng,2
hrv,14,0.861,0.891,0.833,0.982,eng,2
hrv,15,0.857,0.885,0.831,0.982,eng,2
hrv,16,0.863,0.891,0.837,0.982,eng,2
hrv,17,0.861,0.881,0.841,0.982,eng,2
hrv,18,0.857,0.878,0.836,0.981,eng,2
hrv,19,0.859,0.884,0.836,0.982,eng,2
hrv,20,0.861,0.887,0.836,0.981,eng,2
srb,1,0.865,0.877,0.853,0.977,eng,2
srb,2,0.875,0.895,0.856,0.979,eng,2
srb,3,0.88,0.908,0.855,0.98,eng,2
srb,4,0.879,0.912,0.849,0.979,eng,2
srb,5,0.871,0.888,0.855,0.978,eng,2
srb,6,0.878,0.91,0.847,0.98,eng,2
srb,7,0.874,0.89,0.858,0.978,eng,2
srb,8,0.882,0.909,0.856,0.98,eng,2
srb,9,0.865,0.881,0.849,0.977,eng,2
srb,10,0.867,0.89,0.845,0.978,eng,2
srb,11,0.87,0.892,0.849,0.978,eng,2
srb,12,0.876,0.907,0.847,0.98,eng,2
srb,13,0.871,0.9,0.844,0.979,eng,2
srb,14,0.87,0.903,0.84,0.979,eng,2
srb,15,0.866,0.892,0.841,0.979,eng,2
srb,16,0.869,0.895,0.845,0.978,eng,2
srb,17,0.861,0.881,0.842,0.977,eng,2
srb,18,0.864,0.885,0.843,0.978,eng,2
srb,19,0.869,0.895,0.845,0.979,eng,2
srb,20,0.866,0.89,0.843,0.978,eng,2
dan,1,0.799,0.765,0.836,0.983,eng,1
dan,2,0.804,0.761,0.852,0.984,eng,1
dan,3,0.823,0.814,0.831,0.984,eng,1
dan,4,0.791,0.787,0.795,0.983,eng,1
dan,5,0.798,0.775,0.823,0.983,eng,1
dan,6,0.826,0.807,0.847,0.985,eng,1
dan,7,0.816,0.789,0.844,0.984,eng,1
dan,8,0.802,0.779,0.826,0.983,eng,1
dan,9,0.794,0.757,0.834,0.982,eng,1
dan,10,0.803,0.783,0.823,0.983,eng,1
dan,11,0.794,0.772,0.818,0.984,eng,1
dan,12,0.802,0.781,0.823,0.983,eng,1
dan,13,0.81,0.795,0.826,0.983,eng,1
dan,14,0.801,0.782,0.821,0.983,eng,1
dan,15,0.813,0.793,0.834,0.984,eng,1
dan,16,0.813,0.788,0.839,0.983,eng,1
dan,17,0.797,0.769,0.829,0.983,eng,1
dan,18,0.801,0.773,0.831,0.983,eng,1
dan,19,0.807,0.786,0.829,0.983,eng,1
dan,20,0.81,0.787,0.834,0.984,eng,1
slk,1,0.8,0.776,0.826,0.972,rom,2
slk,2,0.789,0.763,0.817,0.968,rom,2
slk,3,0.807,0.776,0.84,0.972,rom,2
slk,4,0.81,0.795,0.826,0.972,rom,2
slk,5,0.804,0.763,0.849,0.97,rom,2
slk,6,0.807,0.76,0.86,0.969,rom,2
slk,7,0.798,0.748,0.856,0.968,rom,2
slk,8,0.797,0.761,0.838,0.971,rom,2
slk,9,0.79,0.757,0.826,0.969,rom,2
slk,10,0.802,0.768,0.84,0.972,rom,2
slk,11,0.81,0.778,0.844,0.972,rom,2
slk,12,0.784,0.745,0.828,0.97,rom,2
slk,13,0.793,0.753,0.838,0.969,rom,2
slk,14,0.802,0.772,0.835,0.971,rom,2
slk,15,0.804,0.767,0.844,0.971,rom,2
slk,16,0.81,0.775,0.849,0.973,rom,2
slk,17,0.808,0.767,0.854,0.97,rom,2
slk,18,0.814,0.781,0.849,0.972,rom,2
slk,19,0.816,0.782,0.854,0.972,rom,2
slk,20,0.814,0.78,0.851,0.971,rom,2
eng,1,0.686,0.696,0.676,0.965,rom,1
eng,2,0.684,0.712,0.658,0.966,rom,1
eng,3,0.665,0.662,0.669,0.962,rom,1
eng,4,0.685,0.698,0.673,0.965,rom,1
eng,5,0.716,0.702,0.73,0.966,rom,1
eng,6,0.681,0.664,0.698,0.963,rom,1
eng,7,0.694,0.676,0.712,0.964,rom,1
eng,8,0.663,0.661,0.665,0.962,rom,1
eng,9,0.673,0.665,0.68,0.963,rom,1
eng,10,0.689,0.684,0.694,0.965,rom,1
eng,11,0.68,0.669,0.691,0.965,rom,1
eng,12,0.656,0.661,0.651,0.963,rom,1
eng,13,0.665,0.658,0.673,0.962,rom,1
eng,14,0.647,0.651,0.644,0.962,rom,1
eng,15,0.642,0.636,0.647,0.962,rom,1
eng,16,0.667,0.679,0.655,0.964,rom,1
eng,17,0.644,0.644,0.644,0.962,rom,1
eng,18,0.662,0.662,0.662,0.962,rom,1
eng,19,0.644,0.644,0.644,0.961,rom,1
eng,20,0.643,0.642,0.644,0.961,rom,1
swe,1,0.884,0.861,0.909,0.994,rom,1
swe,2,0.879,0.871,0.888,0.993,rom,1
swe,3,0.883,0.868,0.898,0.993,rom,1
swe,4,0.893,0.877,0.909,0.994,rom,1
swe,5,0.893,0.874,0.914,0.994,rom,1
swe,6,0.881,0.86,0.904,0.993,rom,1
swe,7,0.888,0.869,0.909,0.993,rom,1
swe,8,0.868,0.85,0.888,0.993,rom,1
swe,9,0.883,0.868,0.898,0.993,rom,1
swe,10,0.896,0.878,0.914,0.994,rom,1
swe,11,0.896,0.878,0.914,0.994,rom,1
swe,12,0.876,0.855,0.898,0.993,rom,1
swe,13,0.882,0.856,0.909,0.993,rom,1
swe,14,0.891,0.87,0.914,0.994,rom,1
swe,15,0.881,0.86,0.904,0.993,rom,1
swe,16,0.886,0.865,0.909,0.993,rom,1
swe,17,0.87,0.84,0.904,0.993,rom,1
swe,18,0.873,0.844,0.904,0.993,rom,1
swe,19,0.882,0.856,0.909,0.993,rom,1
swe,20,0.877,0.848,0.909,0.993,rom,1
nor,1,0.853,0.826,0.882,0.988,rom,1
nor,2,0.844,0.818,0.871,0.988,rom,1
nor,3,0.847,0.815,0.882,0.988,rom,1
nor,4,0.844,0.816,0.875,0.987,rom,1
nor,5,0.821,0.776,0.871,0.986,rom,1
nor,6,0.828,0.781,0.882,0.986,rom,1
nor,7,0.826,0.782,0.875,0.985,rom,1
nor,8,0.799,0.768,0.832,0.986,rom,1
nor,9,0.829,0.787,0.875,0.987,rom,1
nor,10,0.803,0.751,0.864,0.985,rom,1
nor,11,0.811,0.759,0.871,0.985,rom,1
nor,12,0.796,0.746,0.853,0.986,rom,1
nor,13,0.817,0.763,0.878,0.986,rom,1
nor,14,0.819,0.768,0.878,0.986,rom,1
nor,15,0.819,0.764,0.882,0.986,rom,1
nor,16,0.821,0.769,0.882,0.986,rom,1
nor,17,0.822,0.767,0.885,0.986,rom,1
nor,18,0.823,0.771,0.882,0.986,rom,1
nor,19,0.826,0.774,0.885,0.986,rom,1
nor,20,0.826,0.774,0.885,0.986,rom,1
heb,1,0.645,0.66,0.631,0.966,rom,4
heb,2,0.647,0.657,0.638,0.966,rom,4
heb,3,0.63,0.657,0.606,0.964,rom,4
heb,4,0.621,0.634,0.608,0.964,rom,4
heb,5,0.627,0.613,0.642,0.963,rom,4
heb,6,0.62,0.6,0.64,0.962,rom,4
heb,7,0.614,0.61,0.617,0.962,rom,4
heb,8,0.586,0.593,0.579,0.963,rom,4
heb,9,0.606,0.618,0.595,0.961,rom,4
heb,10,0.6,0.597,0.604,0.961,rom,4
heb,11,0.608,0.617,0.599,0.963,rom,4
heb,12,0.6,0.602,0.597,0.959,rom,4
heb,13,0.61,0.599,0.622,0.96,rom,4
heb,14,0.595,0.583,0.608,0.961,rom,4
heb,15,0.624,0.617,0.631,0.961,rom,4
heb,16,0.623,0.621,0.624,0.962,rom,4
heb,17,0.591,0.567,0.617,0.958,rom,4
heb,18,0.601,0.592,0.61,0.961,rom,4
heb,19,0.614,0.61,0.617,0.961,rom,4
heb,20,0.612,0.603,0.622,0.961,rom,4
rom,1,0.894,0.892,0.896,0.987,rom,3
rom,2,0.853,0.849,0.857,0.985,rom,3
rom,3,0.9,0.88,0.921,0.991,rom,3
rom,4,0.841,0.832,0.851,0.984,rom,3
rom,5,0.898,0.887,0.909,0.99,rom,3
rom,6,0.884,0.874,0.896,0.99,rom,3
rom,7,0.891,0.878,0.905,0.99,rom,3
rom,8,0.88,0.874,0.886,0.99,rom,3
rom,9,0.889,0.888,0.89,0.989,rom,3
rom,10,0.886,0.875,0.897,0.989,rom,3
rom,11,0.892,0.881,0.903,0.989,rom,3
rom,12,0.888,0.88,0.896,0.989,rom,3
rom,13,0.894,0.883,0.905,0.989,rom,3
rom,14,0.888,0.882,0.894,0.99,rom,3
rom,15,0.895,0.886,0.903,0.989,rom,3
rom,16,0.893,0.889,0.897,0.989,rom,3
rom,17,0.887,0.877,0.897,0.989,rom,3
rom,18,0.881,0.866,0.897,0.989,rom,3
